API_Num,Surf_Lat,Surf_Lon,Shale_Thk,Base_Shale,Log_Bot,Gross_H,Net_Sand,Total_Por,Water_Dep,Domain
1.77E+13,28.538998,-93.530984,,4379.24,5760,1380.76,161.8,0.335,128,10
4.27E+13,29.036838,-94.658605,,8227.92,10488,2260.08,263.7,0.237,62,17
6.08E+13,27.624865,-90.441013,,19964,20943,979,113.9,0.246,3328,13
1.77E+13,28.947338,-90.322614,,11841.6,15332,3490.4,406,0.264,56,5
1.77E+13,29.043177,-93.113581,,865.77,7907,7041.23,814,0.314,80,7
6.08E+13,27.396473,-90.304577,,26397.1,30472,4074.9,469.2,0.193,4144,12
6.08E+13,27.7838082,-90.4416164,,10218.23,15809.9,5591.67,643,0.287,2634,4
4.27E+13,27.999998,-96.435159,,7061.51,11397,4335.49,495.1,0.2,95,17
6.08E+13,27.488603,-90.321307,,11219.51,13969.78,2750.27,313.5,0.286,3855,12
4.27E+13,29.142204,-94.669964,,3476.41,14307,10830.59,1233.1,0.292,57,17
6.08E+13,27.120972,-91.921955,,18262.66,23132,4869.34,553.4,0.248,5325,13
1.77E+13,29.785615,-88.563055,,2411.52,3896,1484.48,168.1,0.346,93,21
6.08E+13,27.7846318,-89.0840804,,5005.5,22311,17305.5,1937,0.322,4562,11
1.77E+13,29.594103,-88.728873,,3150.74,5710,2559.26,285.6,0.322,58,21
6.08E+13,26.905933,-94.905532,,8924.95,10992.12,2067.17,229.8,0.318,4852,16
1.77E+13,28.765525,-92.360533,,1169.06,14714,13544.94,1501,0.318,113,7
1.77E+13,28.513948,-92.035795,,12948.56,15875,2926.44,323.2,0.16,165,7
1.77E+13,29.681034,-93.167962,,6155.8,16850.59,10694.79,1178.4,0.3,30,15
1.77E+13,29.428878,-89.135578,,4266.83,9929,5662.17,623.8,0.305,8,21
1.77E+13,28.224302,-93.423044,,6407.42,8300,1892.58,208.3,0.298,194,10
1.77E+13,28.90173,-91.187415,,9491.64,11914,2422.36,266,0.308,20,7
1.77E+13,29.039946,-89.726719,,11167.73,13444,2276.27,247.3,0.245,118,5
1.77E+13,28.824045,-89.411806,,2714.98,4895,2180.02,233.7,0.37,227,5
4.27E+13,27.967041,-94.589569,,7204.22,7839,634.78,67.5,0.29,270,10
1.77E+13,28.662916,-89.408097,,9876.08,11053,1176.92,124.2,0.337,448,3
1.77E+13,29.329584,-93.517759,,8294.2,11910.22,3616.02,371.5,0.208,54,15
1.77E+13,28.411304,-90.519274,,10064.01,10802,737.99,75.1,0.421,150,8
1.77E+13,29.419936,-88.737218,,3423.64,7515,4091.36,414.2,0.323,121,21
1.77E+13,28.906308,-92.953813,,4552.05,13545,8992.95,908,0.312,80,7
1.77E+13,28.582757,-93.047642,,6392.74,7955,1562.26,156.6,0.355,125,10
1.77E+13,28.298646,-90.474845,,14586.61,16666,2079.39,206.2,0.242,195,8
1.77E+13,29.505232,-93.294812,,5838.69,10639,4800.31,475.6,0.298,40,15
6.08E+13,29.172035,-87.993686,,6158.89,10744.57,4585.68,453.6,0.13,1726,21
1.77E+13,28.771505,-89.231332,,3986.82,11247.41,7260.59,707.4,0.288,505,3
1.77E+13,29.043458,-92.730007,,5587.31,10709,5121.69,498,0.285,82,7
6.08E+13,26.93864,-94.700555,,12531.66,12940.24,408.58,39.7,0.35,4795,16
6.08E+13,27.9848378,-89.9545299,,2261.75,25908,23646.25,2293,0.341,1657,2
6.08E+13,28.781167,-89.058927,,5939.69,9176,3236.31,311.1,0.345,1023,3
6.08E+13,27.7683548,-91.6118311,,3699.56,7052.36,3352.8,319,0.276,1542,4
1.77E+13,28.663115,-91.953864,,4628.96,15532,10903.04,1037,0.329,124,7
1.77E+13,29.535694,-88.952928,,3415.19,8702,5286.81,502.5,0.427,36,21
4.27E+13,29.51481,-94.030162,,6119.7,13693,7573.3,714.4,0.292,36,15
1.77E+13,27.947048,-93.059926,,5620.32,8454,2833.68,263.4,0.318,432,9
4.27E+13,26.432381,-96.878825,,787.7,1393.71,606.01,56.1,0.296,127,17
1.77E+13,29.306345,-88.335375,,2976.94,3524,547.06,50.6,0.368,224,21
4.27E+13,28.256515,-95.875428,,4805.19,5616,810.81,74.7,0.227,90,17
1.77E+13,29.264146,-93.297404,,6200.66,15243,9042.34,820.5,0.128,57,15
6.08E+13,27.016832,-90.4214412,,8173.3,8948,774.7,69,0.502,6765,11
1.77E+13,28.161217,-93.348953,,4896.68,8400,3503.32,310.9,0.344,225,10
1.77E+13,28.7873,-93.239547,,7242.33,7924.43,682.1,60.5,0.356,88,10
1.77E+13,29.321432,-92.109828,,5784.48,11746,5961.52,524,0.317,19,15
1.77E+13,28.124914,-91.65977,,3398.33,6484,3085.67,269.7,0.281,305,9
1.77E+13,29.25972,-93.331206,,1052.94,12874,11821.06,1027,0.324,57,7
1.77E+13,29.171093,-93.334321,,4257.3,7630,3372.7,291.1,0.362,61,7
1.77E+13,28.683124,-93.593266,,2262.82,7870,5607.18,483.7,0.372,100,10
1.77E+13,28.253077,-91.660642,,3782.99,6929.06,3146.07,270.9,0.333,240,9
1.77E+13,27.95541,-93.260053,,9205.22,10914,1708.78,145,0.327,373,9
1.77E+13,28.443384,-92.663732,,409.19,11958,11548.81,978,0.3,170,7
4.27E+13,27.82282,-95.989565,,4163.91,11118,6954.09,588.5,0.252,202,17
4.27E+13,28.054475,-96.195157,,5325.63,15912,10586.37,890.6,0.127,113,17
6.08E+13,29.209392,-87.947796,,4952.45,9917.65,4965.2,417.1,0.273,1450,21
4.27E+13,27.740088,-96.523065,,5637.3,9306.88,3669.58,306.6,0.17,160,17
1.77E+13,28.411638,-91.275428,,3967.2,11593,7625.8,634,0.305,173,7
1.77E+13,29.017199,-93.501259,,5379.89,7485,2105.11,167.6,0.358,81,10
1.77E+13,28.833939,-89.453111,,4913.73,10843,5929.27,470.5,0.324,183,5
1.77E+13,29.266446,-88.908116,,4639.37,12592,7952.63,622.1,0.222,140,21
1.77E+13,28.98676,-91.464849,,4628.07,9177,4548.93,355.7,0.148,37,7
4.27E+13,28.593836,-95.160601,,3708.44,9930,6221.56,485.9,0.248,95,17
1.77E+13,29.358756,-93.171326,,3430.84,5337,1906.16,148,0.332,48,15
1.77E+13,28.151159,-92.316891,,5028,14097,9069,703.2,0.311,225,7
1.77E+13,28.689196,-90.332194,,17482.6,18739.13,1256.53,97.4,0.326,83,8
4.27E+13,29.18646,-94.397,,5365.39,12920,7554.61,584.8,0.249,51,17
4.27E+13,28.599734,-95.426748,,6429.7,15949,9519.3,734.05,0.22,77,17
4.27E+13,28.724247,-94.898516,,4875.4,8504,3628.6,279.2,0.264,78,17
1.77E+13,28.013284,-92.934611,,4568.75,6717,2148.25,164.4,0.309,350,10
1.77E+13,28.85135,-89.601111,,7723.08,12008,4284.92,324.4,0.286,237,5
4.27E+13,29.319433,-93.972247,,4567.92,9069,4501.08,332.2,0.274,44,15
1.77E+13,28.117422,-92.823536,,3577.41,5207.58,1630.17,119.7,0.453,271,10
1.77E+13,29.569684,-88.735725,,3078.84,6398,3319.16,239.6,0.331,49,21
1.77E+13,29.292426,-93.615262,,13241.82,16886.57,3644.75,262,0.178,44,15
1.77E+13,29.65816,-93.390597,,7284.03,13282,5997.97,428.1,0.28,30,15
1.77E+13,28.477773,-93.336358,,4811.73,6724,1912.27,136.4,0.402,146,10
1.77E+13,29.093249,-93.089233,,4211.88,5686,1474.12,104.8,0.305,44,7
1.77E+13,28.575205,-90.072397,,5160.44,8276.64,3116.2,221.1,0.301,225,5
1.77E+13,28.810189,-89.79214,,7017.11,9251,2233.89,158.2,0.317,200,5
1.77E+13,28.6805,-89.387549,,8642.83,10543,1900.17,134.5,0.326,420,3
1.77E+13,28.024271,-91.438372,,2783.85,9493,6709.15,466.9,0.305,417,9
6.08E+13,27.2237502,-90.0167801,,12756.22,14326,1569.78,109,0.339,6587,11
1.77E+13,29.121467,-89.547282,,6685.28,9563,2877.72,199.6,0.317,35,5
1.77E+13,29.40042,-93.331793,,6674.15,17376.58,10702.43,734.1,0.158,40,15
1.77E+13,28.432501,-91.572544,,4913.18,11894.24,6981.06,477.1,0.32,184,9
1.77E+13,29.668186,-93.049916,,5746.34,8664,2917.66,199,0.305,31,15
1.77E+13,28.697845,-93.040787,,4816.28,7078.47,2262.19,153.6,0.347,109,7
1.77E+13,29.738083,-88.650132,,2779.36,6608,3828.64,259.6,0.323,67,21
1.77E+13,28.90571,-89.242886,,3865.9,9530.96,5665.06,383.6,0.332,195,3
6.08E+13,28.576197,-89.841865,,7911.62,10910.44,2998.82,201.2,0.26,1441,3
1.77E+13,29.163374,-89.765874,,9202.78,15503,6300.22,421.1,0.238,55,5
1.77E+13,28.822619,-90.927016,,5261.28,9647,4385.72,290,0.343,48,7
1.77E+13,28.384663,-90.810489,,4854.24,13149.55,8295.31,544.7,0.282,145,8
1.77E+13,27.94538,-92.355073,,4912.81,7536,2623.19,171.2,0.271,471,9
1.77E+13,29.346001,-88.828072,,3231.89,6121,2889.11,187.6,0.344,132,21
1.77E+13,28.375926,-93.491248,,2978.09,5158,2179.91,141.3,0.348,177,10
1.77E+13,29.050995,-93.367764,,5268.93,6905.29,1636.36,105,0.365,40,10
1.77E+13,29.124215,-93.452106,,4006.79,5929,1922.21,122.8,0.33,70,7
1.77E+13,28.082439,-93.241415,,6741.87,8849,2107.13,134.5,0.248,295,10
1.77E+13,28.462091,-92.811672,,3691.15,5240,1548.85,98.3,0.35,166,10
1.77E+13,28.476743,-92.742425,,5281.58,8911.46,3629.88,230,0.362,150,10
1.77E+13,28.498897,-93.397006,,4288.43,7005.85,2717.42,168.2,0.27,141,10
6.08E+13,27.353488,-94.625337,,8234.61,10034,1799.39,110.9,0.348,3453,16
1.77E+13,28.273882,-92.104119,,5304.9,8385,3080.1,188.8,0.284,217,7
1.77E+13,28.804816,-89.801801,,8012.91,16723,8710.09,524.6,0.248,215,5
1.77E+13,29.171625,-88.603035,,2797.66,6229,3431.34,205,0.397,285,21
1.77E+13,28.717605,-91.493368,,5328.62,14102.08,8773.46,520.4,0.338,85,7
1.77E+13,28.325795,-92.209052,,3430.17,7284,3853.83,228,0.27,205,7
1.77E+13,28.177668,-91.732558,,3128.75,10304,7175.25,422.1,0.302,265,9
1.77E+13,29.308595,-92.317226,,10286.3,12279,1992.7,116.5,0.251,22,15
1.77E+13,29.012418,-89.609772,,7518.12,13527,6008.88,349.5,0.284,105,5
1.77E+13,28.425531,-91.136922,,5833.13,14995,9161.87,528,0.24,149,7
1.77E+13,28.315665,-91.740685,,7437.93,8851,1413.07,81.3,0.25,218,9
1.77E+13,28.319292,-93.231933,,5723.52,7763.95,2040.43,117.2,0.326,178,10
1.77E+13,29.719745,-88.383337,,3151.83,4947,1795.17,102.7,0.3502,128,21
1.77E+13,28.407498,-91.734511,,4480.45,8411,3930.55,222.5,0.368,193,9
1.77E+13,28.29866,-90.474861,,5034.49,5425,390.51,21.8,0.32,197,8
1.77E+13,29.278301,-88.257672,,1703.73,3504,1800.27,99.8,0.362,290,21
4.27E+13,28.865035,-94.819922,,5373.62,9934,4560.38,250,0.265,63,17
1.77E+13,28.37851,-91.766534,,4990.82,9532,4541.18,247.6,0.286,202,9
1.77E+13,29.624704,-93.672908,,8794.68,15368,6573.32,354.6,0.23,35,15
1.77E+13,28.225566,-92.000782,,5409.08,7358,1948.92,103.5,0.245,235,9
1.77E+13,28.804775,-89.801783,,6608.31,11724,5115.69,268.9,0.306,211,5
4.27E+13,28.2565727,-96.2369998,,4101.41,10956.65,6855.24,359.9,0.214,76,17
1.77E+13,28.654996,-93.228781,,5200.44,9216,4015.56,209.3,0.306,113,10
1.77E+13,29.040985,-89.693346,,8703.18,10994,2290.82,119.2,0.269,112,5
1.77E+13,28.299629,-91.992488,,5271.23,7980,2708.77,138.8,0.385,216,9
1.77E+13,28.196283,-90.541212,,7275.98,12591,5315.02,271,0.329,288,8
1.77E+13,28.408881,-91.471596,,3750.43,7309,3558.57,180.7,0.337,187,9
1.77E+13,28.786368,-93.045403,,6304.85,9696,3391.15,172,0.302,90,7
1.77E+13,29.471526,-93.421951,,5504.23,10032,4527.77,229.3,0.271,37,15
4.27E+13,27.909634,-96.327156,,6463.63,13405,6941.37,351.1,0.198,135,17
4.27E+13,28.213814,-94.781613,,2792.87,4226,1433.13,71.7,0.386,168,14
1.77E+13,29.051073,-89.825715,,9109.9,11859.9,2750,137.3,0.226,98,5
1.77E+13,28.227741,-92.016618,,6036.41,14660.69,8624.28,430.1,0.303,240,9
1.77E+13,27.99187,-92.491711,,6055.89,7751,1695.11,84.4,0.307,362,9
1.77E+13,27.98533,-92.589213,,3136.54,5010,1873.46,92.6,0.345,364,9
6.08E+13,28.449614,-88.865335,,14756.2,18998,4241.8,207,0.285,3682,3
1.77E+13,28.851301,-89.601124,,4888.71,5547,658.29,32.1,0.31,237,5
1.77E+13,28.027259,-93.31711,,6473.15,11745,5271.85,257,0.287,325,10
6.08E+13,26.1298864,-91.3621205,,8180,28759,20579,996,0.234,7657,11
1.77E+13,29.605616,-92.901802,,6490.91,9664,3173.09,153.4,0.32,35,15
1.77E+13,28.841228,-89.139558,,2877.88,6813,3935.12,188.3,0.376,532,3
1.77E+13,28.273988,-91.174055,,6616.69,8698,2081.31,97.8,0.313,240,7
4.27E+13,29.130388,-94.546561,,7040.57,10076,3035.43,142.5,0.213,57,17
1.77E+13,28.320652,-90.53617,,4141.28,5207,1065.72,50,0.213,178,8
1.77E+13,29.423851,-93.262886,,6533.93,9259.3,2725.37,127.3,0.283,44,15
1.77E+13,29.43414,-88.575748,,3417.19,5013,1595.81,73.8,0.415,177,21
1.77E+13,28.108755,-91.973716,,5824.33,6202.34,378.01,17.4,0.235,298,9
6.08E+13,27.284819,-94.568723,,8255.99,11755.12,3499.13,158.4,0.326,3767,16
1.77E+13,28.669679,-89.393529,,7205.67,10358,3152.33,142.3,0.313,448,3
1.77E+13,29.003957,-89.556179,,11804.51,13159,1354.49,60.7,0.291,60,5
1.77E+13,29.426729,-88.920851,,4005.22,5937,1931.78,86.5,0.289,50,21
1.77E+13,28.307939,-91.901039,,4532.65,8896,4363.35,194.9,0.334,218,9
4.27E+13,29.280169,-94.322239,,6724.67,7997.5,1272.83,56.7,0.344,51,15
1.77E+13,28.904644,-89.531656,,3699.83,5497,1797.17,79.6,0.342,194,5
1.77E+13,28.818724,-91.735581,,5352.65,10115.2,4762.55,210.3,0.324,80,7
1.77E+13,29.439034,-93.491804,,5841.18,14657,8815.82,385.7,0.261,43,15
1.77E+13,28.179679,-93.419324,,6237.47,10800,4562.53,194.4,0.288,212,10
6.08E+13,28.554179,-89.819354,,5037.29,8347.16,3309.87,140.3,0.318,1556,3
1.77E+13,28.411304,-90.519249,,9544.76,10296,751.24,31.8,0.33,150,8
4.27E+13,28.493583,-95.724447,,5592.82,11896.8,6303.98,262.3,0.188,69,17
6.08E+13,27.730504,-90.575055,,13669.07,16410.32,2741.25,112.1,0.316,3328,13
1.77E+13,28.529324,-92.930929,,4833.23,6515,1681.77,68.2,0.332,150,10
1.77E+13,29.471519,-88.440315,,2152.1,5144.89,2992.79,121.1,0.336,174,21
1.77E+13,29.124889,-89.572625,,8603.15,11900,3296.85,130.8,0.247,40,5
1.77E+13,28.361501,-91.478969,,4507.52,5895.98,1388.46,54.9,0.355,208,9
1.77E+13,28.843738,-89.396307,,6693.81,11132,4438.19,173.1,0.302,181,5
4.27E+13,28.956915,-94.910604,,5863.21,8955,3091.79,120.3,0.208,62,17
1.77E+13,28.901191,-89.614539,,7960.42,11199,3238.58,126,0.302,210,5
1.77E+13,29.594023,-92.907313,,6370.8,12666.18,6295.38,244.9,0.255,33,15
6.08E+13,28.79109,-89.074238,,4932.2,10079,5146.8,198.8,0.397,848,3
1.77E+13,28.528232,-90.094061,,5189.69,8990,3800.31,146.3,0.324,210,5
4.27E+13,26.842302,-96.9802701,,1861.73,7362,5500.27,208,0.253,156,17
1.77E+13,28.9073,-89.241377,,2826.88,6632,3805.12,143.7,0.345,189,3
1.77E+13,29.004083,-89.523185,,9441.18,11687,2245.82,84.7,0.283,50,5
1.77E+13,28.311659,-90.791558,,10175.19,14501,4325.81,161.1,0.288,187,8
6.08E+13,29.181942,-88.167722,,8244.65,10673,2428.35,89.3,0.266,1132,21
1.77E+13,29.451565,-88.424501,,2147.31,5502,3354.69,122.3,0.343,180,21
1.77E+13,28.531341,-93.175667,,3285.74,6290,3004.26,108.8,0.314,137,10
6.08E+13,28.528895,-89.935862,,3302.42,13159,9856.58,350.4,0.313,1389,3
1.77E+13,29.376096,-93.464369,,7000.92,14872,7871.08,278.5,0.389,48,15
1.77E+13,28.357911,-90.927431,,15727.34,16220,492.66,17.3,0.285,165,8
4.27E+13,28.893187,-94.570092,,3544.99,10463,6918.01,242.1,0.218,63,17
1.77E+13,28.062399,-93.385863,,5667.48,6911,1243.52,43.5,0.329,293,10
4.27E+13,27.430513,-96.779527,,4931.7,10925.17,5993.47,209.4,0.266,170,17
4.27E+13,28.432801,-95.270629,,5018.02,12865,7846.98,272.5,0.229,109,17
4.27E+13,28.57674,-94.976676,,9145.03,10521,1375.97,47.7,0.28,101,17
1.77E+13,29.357274,-93.085968,,8096.1,11389,3292.9,113.6,0.2644,48,15
1.77E+13,28.072834,-92.546354,,3979.41,5291.02,1311.61,45.1,0.338,300,9
1.77E+13,28.680481,-89.387573,,7466.25,9877,2410.75,82.7,0.292,426,3
6.08E+13,28.801531,-89.041524,,3842.69,9597,5754.31,196.4,0.344,1014,3
1.77E+13,28.104061,-90.792376,,4446.34,12954,8507.66,290.1,0.323,432,8
1.77E+13,28.38491,-91.211768,,8762.56,11066,2303.44,77,0.287,182,7
1.77E+13,28.8410286,-92.1631058,,7629.59,11618.4,3988.81,132,0.329,97,6
1.77E+13,28.830771,-89.405784,,6488.09,9231.33,2743.24,90,0.363,217,5
4.27E+13,27.337823,-97.113264,,3408.8,14259,10850.2,354.5,0.311,88,17
1.77E+13,27.946437,-93.201696,,4186.17,9478,5291.83,172.8,0.302,395,9
1.77E+13,28.977553,-89.52055,,9650.26,16616,6965.74,223.5,0.252,88,5
1.77E+13,28.735661,-91.18643,,5039.19,13009,7969.81,255.5,0.277,48,7
4.27E+13,26.832698,-96.93988,,4685.75,10653,5967.25,190.8,0.206,156,17
1.77E+13,28.08909,-90.737058,,5457.25,9868,4410.75,140.8,0.215,453,8
1.77E+13,28.577649,-91.885926,,5210.84,10517,5306.16,166.9,0.328,140,7
4.27E+13,28.110553,-96.390613,,6654.69,12136.61,5481.92,170.6,0.269,80,17
1.77E+13,29.3404879,-93.2008318,,4583.24,7303,2719.76,84.3,0.29,53,15
4.27E+13,28.053035,-95.633118,,4564.66,8915.11,4350.45,134.5,0.254,162,17
6.08E+13,27.295798,-94.566901,,8966.38,10184.34,1217.96,37.5,0.319,3752,16
1.77E+13,29.467377,-92.380463,,6653.12,8299.4,1646.28,50.1,0.275,25,15
1.77E+13,28.302093,-91.625071,,3861.18,5877,2015.82,60.8,0.355,227,9
1.77E+13,28.068024,-92.261211,,3553.92,5910,2356.08,70.2,0.33,328,9
6.08E+13,28.737227,-88.824041,,5548.38,12659,7110.62,205.9,0.29,2900,3
6.08E+13,28.036481,-90.027562,,4195.99,15712,11516.01,328.5,0.285,1630,3
1.77E+13,28.262536,-91.647609,,4019.06,7736.53,3717.47,105.7,0.325,239,9
1.77E+13,28.35509,-90.171152,,3301.77,4587,1285.23,36.4,0.33,238,8
1.77E+13,28.317009,-92.915737,,6728.97,18605,11876.03,336.2,0.247,182,10
1.77E+13,28.831529,-89.557804,,9662.73,13609,3946.27,111,0.269,250,5
1.77E+13,29.693685,-93.598098,,5962.06,13483,7520.94,209,0.32,26,15
1.77E+13,27.940749,-91.728833,,7432.15,7972,539.85,15,0.32,472,9
4.27E+13,28.880269,-95.037456,,6414.05,10045.44,3631.39,100.1,0.217,64,17
1.77E+13,29.283095,-89.023444,,6046.1,18997,12950.9,350.6,0.24,48,21
1.77E+13,28.925891,-93.58014,,4864.2,6608,1743.8,47.2,0.328,78,10
1.77E+13,28.801631,-89.299976,,4387.91,15588,11200.09,297,0.23,358,3
1.77E+13,29.294112,-93.013068,,5192.84,9615.07,4422.23,116.7,0.334,56,15
1.77E+13,28.925759,-89.11176,,3690.63,8121.14,4430.51,116.3,0.303,217,3
1.77E+13,28.19622,-90.5412,,8404.84,13207.21,4802.37,124.5,0.401,288,8
1.77E+13,29.484689,-92.79922,,5986.68,11435,5448.32,139.6,0.309,42,15
1.77E+13,28.70628,-93.326422,,5437.66,8212,2774.34,71,0.344,104,10
1.77E+13,28.179525,-91.483098,,3630,12273,8643,219.3,0.305,282,9
1.77E+13,28.062722,-90.739107,,4653.01,9903,5249.99,131.2,0.223,499,8
1.77E+13,29.180141,-93.598786,,4021.06,6912,2890.94,71.8,0.309,59,7
1.77E+13,28.420985,-90.654783,,4995.06,7952,2956.94,73.4,0.193,140,8
1.77E+13,28.018741,-92.254364,,4387.33,8668.65,4281.32,104.5,0.277,395,9
1.77E+13,28.107768,-92.445104,,3119.35,11452,8332.65,200,0.288,297,9
1.77E+13,28.305996,-93.098669,,8392.83,10840,2447.17,58.5,0.263,190,10
1.77E+13,29.389085,-91.776076,,10299.04,16568,6268.96,149.1,0.26,12,15
1.77E+13,28.830782,-89.405788,,4532.32,7613,3080.68,73.2,0.315,228,5
4.27E+13,27.868921,-96.404589,,5839.26,11922.67,6083.41,144.5,0.231,148,17
6.08E+13,27.38876,-90.259495,,22134.92,25484.48,3349.56,78.8,0.249,3979,12
1.77E+13,28.80165,-89.299988,,10583.64,14554,3970.36,92.6,0.256,357,3
1.77E+13,28.662969,-89.40814,,7326,9242,1916,44.6,0.309,448,3
1.77E+13,27.972118,-92.042538,,1576.35,3764.82,2188.47,49.3,0.432,394,9
1.77E+13,28.711376,-89.701827,,5565.04,10265,4699.96,105.8,0.324,295,5
4.27E+13,29.225457,-94.121096,,8237.77,8869.53,631.76,14,0.275,50,15
1.77E+13,29.117432,-88.848879,,7329.19,8166.65,837.46,17.9,0.345,293,21
1.77E+13,28.703091,-89.390975,,7950.42,10444,2493.58,52.2,0.338,394,3
1.77E+13,29.476249,-88.676777,,2699.57,5369,2669.43,55.6,0.352,103,21
4.27E+13,27.197221,-96.769339,,3437.07,9392,5954.93,123.6,0.318,205,17
1.77E+13,28.213584,-90.612973,,10926.26,12506,1579.74,32.6,0.358,265,8
1.77E+13,28.890689,-89.262928,,5858.86,12801,6942.14,142,0.284,228,3
1.77E+13,28.581671,-90.792733,,4039.88,11300,7260.12,147.9,0.312,72,8
1.77E+13,28.335288,-90.042575,,17684.9,19530,1845.1,36.9,0.314,323,8
1.77E+13,28.250371,-93.311418,,6379.47,7856.06,1476.59,28.5,0.359,192,10
1.77E+13,28.590311,-90.80222,,14566,17404,2838,54.6,0.245,67,8
1.77E+13,29.423152,-88.426497,,2627.31,4893,2265.69,43.4,0.324,186,21
1.77E+13,28.694004,-93.386486,,6585.05,7903,1317.95,25.2,0.36,102,10
1.77E+13,28.07281,-92.279507,,3892.93,6313,2420.07,45.8,0.33,321,9
1.77E+13,28.734384,-89.735233,,5293.36,9668,4374.64,81.4,0.317,290,5
1.77E+13,29.307589,-93.315474,,5896.33,13306,7409.67,137.3,0.263,57,15
1.77E+13,28.213584,-90.612951,,6572.75,11094,4521.25,83.4,0.308,265,8
4.27E+13,28.136616,-94.634925,,4518.35,5612,1093.65,19.9,0.26,186,10
1.77E+13,28.147629,-90.767059,,8787.65,12083,3295.35,59.5,0.27,366,8
1.77E+13,29.107739,-93.085101,,6774.07,9735,2960.93,53.3,0.326,70,7
1.77E+13,28.90117,-89.614596,,6729.11,10438,3708.89,65.9,0.319,210,5
1.77E+13,28.849727,-89.816543,,6388.43,11629.33,5240.9,92,0.3,180,5
6.08E+13,28.392392,-89.453364,,10718.04,12160,1441.96,24,0.4,2214,3
1.77E+13,28.912118,-89.511375,,4313.49,5926,1612.51,26.4,0.28,143,5
1.77E+13,28.691588,-89.807559,,12118.34,15330,3211.66,52.5,0.195,306,5
1.77E+13,28.633484,-91.600833,,3228.77,14149,10920.23,178,0.252,119,7
1.77E+13,28.680461,-89.387575,,5759.48,11059,5299.52,86.3,0.329,426,3
1.77E+13,28.691501,-89.807585,,7153.69,12774,5620.31,91.4,0.253,306,5
1.77E+13,28.436383,-90.127699,,6943.66,9192,2248.34,35.8,0.335,213,8
1.77E+13,29.654428,-88.620094,,4854.54,10409,5554.46,86.8,0.292,70,21
1.77E+13,29.290429,-88.665063,,3973.74,8195,4221.26,65.2,0.323,200,21
1.77E+13,29.479599,-88.997468,,5236.71,9392,4155.29,63,0.35,34,21
1.77E+13,29.292412,-93.615237,,5910.12,10623.17,4713.05,71.4,0.24,44,15
4.27E+13,28.308769,-96.174709,,3563.51,13862,10298.49,155.5,0.283,66,17
1.77E+13,29.285396,-88.17945,,4903.12,13300,8396.88,124.9,0.237,307,21
1.77E+13,27.927685,-91.90266,,9680.42,10895,1214.58,18,0.34,550,9
1.77E+13,28.866103,-89.260874,,3914.58,11758,7843.42,114,0.322,284,3
6.08E+13,28.658022,-89.153147,,6887.06,11216,4328.94,62.7,0.306,1048,3
1.77E+13,28.732351,-93.498408,,6314.27,10652,4337.73,61.1,0.283,98,10
4.27E+13,28.336024,-94.647197,,4321.01,5611.85,1290.84,18.1,0.348,147,14
1.77E+13,28.16139,-90.227691,,4607.59,20386,15778.41,219.3,0.314,484,8
1.77E+13,29.430375,-88.116888,,3455.89,9368,5912.11,81.6,0.262,172,21
1.77E+13,28.8855,-89.063645,,5973.19,9176,3202.81,42.3,0.34,390,3
4.27E+13,29.013185,-94.261263,,8720.91,12243.98,3523.07,46.1,0.218,61,15
1.77E+13,28.196261,-90.541212,,7847.15,12964,5116.85,66.6,0.407,288,8
1.77E+13,28.108089,-91.479433,,8482.57,12800,4317.43,54.8,0.277,355,9
1.77E+13,28.78343,-89.242237,,4637.02,9797,5159.98,65.2,0.338,467,3
1.77E+13,29.357372,-87.978591,,4217.62,9885,5667.38,71.4,0.327,317,21
1.77E+13,28.26682,-90.46936,,8557.78,11805,3247.22,39.8,0.352,217,8
1.77E+13,28.496225,-90.679803,,7142.76,8882.6,1739.84,21,0.375,113,8
1.77E+13,28.794886,-92.064657,,5068.91,7079,2010.09,24.2,0.315,150,7
1.77E+13,28.43042,-91.909494,,5306.68,10300,4993.32,59.5,0.32,175,9
1.77E+13,29.383059,-93.636627,,8047.93,12228,4180.07,49.7,0.21,43,15
1.77E+13,28.543979,-92.190208,,4093.78,8589,4495.22,52.7,0.37,150,7
1.77E+13,29.333786,-88.527084,,6546.38,13459,6912.62,80.9,0.24,205,21
1.77E+13,28.222476,-93.179274,,5723.22,7005.7,1282.48,15,0.37,202,10
1.77E+13,28.10407,-90.792345,,10236.53,12379,2142.47,24.6,0.24,432,8
1.77E+13,28.037496,-93.176191,,4173.1,10330,6156.9,70.5,0.385,319,10
1.77E+13,28.063848,-91.486866,,2569.75,4492,1922.25,21.9,0.4,420,9
1.77E+13,28.852434,-93.131096,,6967.21,11100,4132.79,47,0.26,79,10
4.27E+13,28.784792,-95.206583,,6676.48,8982.99,2306.51,26.2,0.23,66,17
1.77E+13,28.662941,-89.408119,,8859.28,14953,6093.72,69.1,0.29,448,3
6.08E+13,29.099336,-88.11927,,5607.27,13198.7,7591.43,85.7,0.263,2441,21
4.27E+13,28.287625,-96.111668,,7608.52,11412,3803.48,41,0.183,75,17
4.27E+13,29.000324,-94.764649,,8187.43,11540,3352.57,36.1,0.24,61,17
1.77E+13,28.830821,-89.405949,,7368.18,12692,5323.82,57.3,0.232,200,5
1.77E+13,28.335267,-90.118255,,3516.65,5013,1496.35,16,0.35,280,8
